Unnamed: 0.1,Unnamed: 0,Username,Text,Date Created,Number of Likes,Number of Retweet,Number of Replies,Source of Tweet,User ID,Conversation ID,status,Category,translated,translated cleaned,sentiment Scores,sentiment,sentiment_label,SVM Predicted Label
10020,10020,nurdani_ub,@yunamusic Anxiety 😢,2021-01-15 16:32:57+00:00,0,0,0,Twitter for iPhone,1350118787228422144,1350110246006476800,reply,Celebrity,@yunamusic Anxiety 😢,anxiety,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1779}",-0.1779,Negative,
10022,10022,highnabs,"@yunamusic No. I always got disrespected and there's people that always dump their trauma onto me when i have nothing to do about it

Recently someone disrespect me bcs someone in the past hurt him. And another someone b4 that aswell. When I ve been kind and nice to them",2021-01-15 16:38:37+00:00,0,0,0,Twitter for Android,1350120211358179329,1350110246006476800,reply,Celebrity,"@yunamusic No. I always got disrespected and there's people that always dump their trauma onto me when i have nothing to do about it

Recently someone disrespect me bcs someone in the past hurt him. And another someone b4 that aswell. When I ve been kind and nice to them",disrespected people dump trauma disrespect bcs hurt aswell kind nice,"{'neg': 0.613, 'neu': 0.126, 'pos': 0.261, 'compound': -0.8126}",-0.8126,Negative,
10023,10023,junaedesu,"@yunamusic i wish i am but the truth is no, i don't feel that great. with the current situation. im still trying to understand everything and i had hard time in adjusting",2021-01-15 16:42:42+00:00,0,0,0,Twitter Web App,1350121241810673665,1350110246006476800,reply,Celebrity,"@yunamusic i wish i am but the truth is no, i don't feel that great. with the current situation. im still trying to understand everything and i had hard time in adjusting",truth feel great current situation understand hard time adjusting,"{'neg': 0.101, 'neu': 0.435, 'pos': 0.464, 'compound': 0.7184}",0.7184,Positive,
10024,10024,anisizzatyanuar,"@yunamusic Ada tanda bakal di ghost by a guy im talking too and bakal di potong gaji by my employer..lol
🥲",2021-01-15 16:46:44+00:00,0,0,0,Twitter for Android,1350122257343893508,1350110246006476800,reply,Celebrity,"@yunamusic There is a sign that he will be ghosted by a guy im talking too much and his salary will be cut by my employer..lol
🥲",sign ghosted guy talking salary cut employerlol,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.2732}",-0.2732,Negative,1.0
10027,10027,milomeloo,@yunamusic Tak. Tapi bersyukur 😌,2021-01-15 16:57:47+00:00,0,0,0,Twitter for Android,1350125036212871169,1350110246006476800,reply,Celebrity,@yunamusic Nope. But thankful 😌,nope thankful,"{'neg': 0.75, 'neu': 0.25, 'pos': 0.0, 'compound': -0.4585}",-0.4585,Negative,
10028,10028,FarisTanker,@yunamusic Tbh no. But i'mma keep putting up a smile and act like a fool to hide it.,2021-01-15 16:59:17+00:00,0,0,0,Twitter for Android,1350125413058580481,1350110246006476800,reply,Celebrity,@yunamusic Tbh no. But i'mma keep putting up a smile and act like a fool to hide it.,tbh imma putting smile fool hide,"{'neg': 0.455, 'neu': 0.297, 'pos': 0.248, 'compound': -0.2732}",-0.2732,Negative,
10029,10029,noraminzainal,"@yunamusic tak happy, bini dok jauh pastu PKP 🥺",2021-01-15 17:00:18+00:00,0,0,0,Twitter for iPhone,1350125669691191297,1350110246006476800,reply,Celebrity,"@yunamusic isn't happy, my wife is far away from PKP 🥺",happy wife pkp,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,Positive,
10031,10031,zyyrilll,@yunamusic Simple question but really difficult to give an answer. Sigh,2021-01-15 17:14:56+00:00,0,0,0,Twitter for iPhone,1350129351904251905,1350110246006476800,reply,Celebrity,@yunamusic Simple question but really difficult to give an answer. Sigh,simple question difficult answer sigh,"{'neg': 0.379, 'neu': 0.455, 'pos': 0.167, 'compound': -0.34}",-0.34,Negative,
10032,10032,nxdzwxn,@yunamusic Im grateful but i hatw the uncertainty of the future.,2021-01-15 17:19:03+00:00,0,0,0,Twitter for iPhone,1350130389436690433,1350110246006476800,reply,Celebrity,@yunamusic Im grateful but i hatw the uncertainty of the future.,grateful hatw uncertainty future,"{'neg': 0.324, 'neu': 0.27, 'pos': 0.405, 'compound': 0.1531}",0.1531,Positive,
10033,10033,Zyra_Z,@yunamusic Anxious. Someone close is just waiting for her time to go,2021-01-15 17:21:02+00:00,0,0,0,Twitter for iPhone,1350130888164556801,1350110246006476800,reply,Celebrity,@yunamusic Anxious. Someone close is just waiting for her time to go,anxious close waiting time,"{'neg': 0.4, 'neu': 0.6, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative,
10035,10035,kamaruchan69,@yunamusic Happy sebab dgr lagu Yuna,2021-01-15 17:29:07+00:00,0,0,0,Twitter for Android,1350132921416335361,1350110246006476800,reply,Celebrity,@yunamusic Happy because of Yuna's song,happy yunas song,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,Positive,
10038,10038,HaikalSchmaikal,@yunamusic I was hoping to sleep early but my mind won't let me. For tonight I am not happy yuna :(. Taskete kore,2021-01-15 17:46:03+00:00,0,0,0,Twitter for Android,1350137184590782466,1350110246006476800,reply,Celebrity,@yunamusic I was hoping to sleep early but my mind won't let me. For tonight I am not happy yuna :(. Taskete kore,hoping sleep early mind tonight happy yuna taskete kore,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.7579}",0.7579,Positive,
10044,10044,syawalsyahmi_,@yunamusic @aisyahfrhan Hell no,2021-01-15 18:03:47+00:00,0,0,0,Twitter for Android,1350141647942635521,1350110246006476800,reply,Celebrity,@yunamusic @aisyahfrhan Hell no,hell,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6808}",-0.6808,Negative,
10052,10052,RichieSkaggs,"@yunamusic I’m Richie Skaggs with, ‘Music for Veterans.’ Please read what we’re doing to help keep Morale High, for potential Suicidal Veterans. Your one time gift will boost #MusicForVeterans. Watch our first Video to learn more
👉https://t.co/M487UQBCpX Thanks. God bless you and yours🇺🇸",2021-01-15 20:22:14+00:00,0,0,0,Twitter Web App,1350176487429779456,1350110246006476800,reply,Celebrity,"@yunamusic I’m Richie Skaggs with, ‘Music for Veterans.’ Please read what we’re doing to help keep Morale High, for potential Suicidal Veterans. Your one time gift will boost #MusicForVeterans. Watch our first Video to learn more
👉https://t.co/M487UQBCpX Thanks. God bless you and yours🇺🇸",richie skaggs music veterans read morale high potential suicidal veterans time gift boost musicforveterans watch video learn god bless,"{'neg': 0.155, 'neu': 0.483, 'pos': 0.362, 'compound': 0.6124}",0.6124,Positive,
10056,10056,CibaiLokter,@yunamusic Happiness is but fleeting,2021-01-15 22:24:31+00:00,0,0,0,Twitter for Android,1350207261788934145,1350110246006476800,reply,Celebrity,@yunamusic Happiness is but fleeting,happiness fleeting,"{'neg': 0.0, 'neu': 0.217, 'pos': 0.783, 'compound': 0.5574}",0.5574,Positive,1.0
10057,10057,AimanBiggie,@yunamusic Alhamdulillah happy. But trying to survive sisa² week yang tinggal &amp; kena hadap assignments yang masih bertimbun. 😪,2021-01-15 22:35:07+00:00,0,0,0,Twitter for Android,1350209931178250240,1350110246006476800,reply,Celebrity,@yunamusic Alhamdulillah happy. But trying to survive the remaining week &amp; have to deal with assignments that are still piling up. 😪,alhamdulillah happy survive remaining week deal assignments piling,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}",0.5719,Positive,1.0
10058,10058,tenuisance,@yunamusic yes and i hope that you’re happy too!,2021-01-15 23:11:58+00:00,0,0,0,Twitter for iPhone,1350219202813071361,1350110246006476800,reply,Celebrity,@yunamusic yes and i hope that you’re happy too!,hope happy,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.765}",0.765,Positive,
10059,10059,ctyzawanie,"@yunamusic Alhamdulillah with everything I have. Overall, I am 💕 hopefully you have a wonderful day😁👍",2021-01-15 23:14:08+00:00,0,0,0,Twitter for iPhone,1350219749553106965,1350110246006476800,reply,Celebrity,"@yunamusic Alhamdulillah with everything I have. Overall, I am 💕 hopefully you have a wonderful day😁👍",alhamdulillah wonderful day,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,Positive,1.0
10060,10060,HanTy75,@yunamusic Thankful feeling but no bubbling happiness,2021-01-15 23:36:25+00:00,0,0,0,Twitter for iPhone,1350225355425017856,1350110246006476800,reply,Celebrity,@yunamusic Thankful feeling but no bubbling happiness,thankful feeling bubbling happiness,"{'neg': 0.0, 'neu': 0.102, 'pos': 0.898, 'compound': 0.8316}",0.8316,Positive,
10063,10063,tRu5T_M3_N0T,@yunamusic Um...kadang happy kadang tak,2021-01-16 00:08:54+00:00,0,0,0,Twitter Web App,1350233529808928769,1350110246006476800,reply,Celebrity,@yunamusic Um...sometimes happy sometimes not,umsometimes happy,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,Positive,
10066,10066,apissofmind,@yunamusic Absolutely yes yuna im so happy rn,2021-01-16 09:47:55+00:00,1,0,0,Twitter for iPhone,1350379244979773443,1350110246006476800,reply,Celebrity,@yunamusic Absolutely yes yuna im so happy rn,absolutely yuna happy,"{'neg': 0.0, 'neu': 0.335, 'pos': 0.665, 'compound': 0.6096}",0.6096,Positive,1.0
10067,10067,zieyzulshaari,@yunamusic Tak happy sangat tapi bersyukur alhamdulilah,2021-01-16 09:58:14+00:00,1,0,0,Twitter for Android,1350381841065275392,1350110246006476800,reply,Celebrity,@yunamusic Not very happy but grateful alhamdulillah,happy grateful alhamdulillah,"{'neg': 0.0, 'neu': 0.13, 'pos': 0.87, 'compound': 0.7717}",0.7717,Positive,
10068,10068,KimiUzairRawr,@yunamusic Happy je rasanya,2021-01-16 12:04:45+00:00,0,0,1,Twitter Web App,1350413682174410752,1350110246006476800,reply,Celebrity,@yunamusic I feel happy,feel happy,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,Positive,
10069,10069,suqree,@yunamusic Jika engkau minta intan permata. Tak mungkin ku mampu,2021-01-16 12:44:09+00:00,0,0,0,Twitter for Android,1350423594157838340,1350110246006476800,reply,Celebrity,"@yunamusic If you ask for diamonds, jewels. I can't afford it",diamonds jewels afford,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.4588}",0.4588,Positive,
10072,10072,achuasyarf,@yunamusic Alhamdulillah so far I’m very happy but I’m still hoping my uni gonna reopen next semester 😕 daily COVID-19 cases fall and and the curve flattening again,2021-01-16 14:05:52+00:00,0,0,0,Twitter for iPhone,1350444161028165637,1350110246006476800,reply,Celebrity,@yunamusic Alhamdulillah so far I’m very happy but I’m still hoping my uni gonna reopen next semester 😕 daily COVID-19 cases fall and and the curve flattening again,alhamdulillah happy hoping uni gonna reopen semester daily covid cases fall curve flattening,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.7579}",0.7579,Positive,
10078,10078,stockhunter19,@yunamusic happy 20% investment in two days,2021-01-16 04:58:21+00:00,0,0,0,Twitter for iPhone,1350306374056480769,1350110246006476800,reply,Celebrity,@yunamusic happy 20% investment in two days,happy investment days,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,Positive,
10080,10080,amirul_twt,@yunamusic Luaran je happy dalam tak happy,2021-01-16 05:30:24+00:00,0,0,0,Twitter for Android,1350314438595928065,1350110246006476800,reply,Celebrity,@yunamusic The outside is really happy but not happy,happy happy,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.8126}",0.8126,Positive,
10082,10082,rosanawal_,"@yunamusic Yesss. Hoping to tie the knot soon. Please pray for me guys. With the pandemic goin on, it’s hard to plan things. May Allah make it easier انشاءالله. After all He is the best planner ✨",2021-01-16 05:39:45+00:00,0,0,0,Twitter for iPhone,1350316791956791297,1350110246006476800,reply,Celebrity,"@yunamusic Yesss. Hoping to tie the knot soon. Please pray for me guys. With the pandemic goin on, it’s hard to plan things. May Allah make it easier انشاءالله. After all He is the best planner ✨",yesss hoping tie knot pray guys pandemic goin hard plan things allah easier planner,"{'neg': 0.073, 'neu': 0.518, 'pos': 0.409, 'compound': 0.7579}",0.7579,Positive,
10083,10083,lucas1811nov,@yunamusic Mmg aa hepy watper sedih2..,2021-01-16 05:52:05+00:00,0,0,0,Twitter for Android,1350319896584806400,1350110246006476800,reply,Celebrity,"@yunamusic I'm so happy, so sad..",happy sad,"{'neg': 0.456, 'neu': 0.0, 'pos': 0.544, 'compound': 0.1531}",0.1531,Positive,
10085,10085,thanksteng,@yunamusic Luffy debik Kaido sekali je yang latest ni. Meremang beb.,2021-01-09 06:20:50+00:00,1,0,0,Twitter for iPhone,1347790416523841546,1347789990978179073,reply,Celebrity,@yunamusic Luffy scolded Kaido once this is the latest. Moan baby.,luffy scolded kaido latest moan baby,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.1531}",-0.1531,Negative,
10087,10087,acapppzzz,@yunamusic Laptop rosak 😔,2021-01-09 06:21:12+00:00,1,0,0,Twitter for Android,1347790506496036867,1347789990978179073,reply,Celebrity,@yunamusic My laptop is broken 😔,laptop broken,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative,
10093,10093,TujuLiquid,@yunamusic cerita retis kampung jan*a n*ck jadi bodoh sempena awal tahun baru 😘✌🏻🤡,2021-01-09 06:26:37+00:00,1,0,0,Twitter for iPhone,1347791872773656576,1347789990978179073,reply,Celebrity,@yunamusic the story of retis kampung jan*a n*ck being stupid in conjunction with the beginning of the new year 😘✌🏻🤡,story retis kampung jana nck stupid conjunction year,"{'neg': 0.327, 'neu': 0.673, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative,
10094,10094,namisourus,@yunamusic Businesses tgh in dilemma whether there will be a MCO or not.,2021-01-09 06:27:06+00:00,1,0,0,Twitter for iPhone,1347791992978165761,1347789990978179073,reply,Celebrity,@yunamusic Businesses tgh in dilemma whether there will be a MCO or not.,businesses tgh dilemma mco,"{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.1779}",-0.1779,Negative,
10096,10096,Azboroi,@yunamusic takat ni takdak pa la kecuali tahap ralit kawan saya ni memang tak buleh nak bawak bincang la kak yuna sekian saja laporan https://t.co/ZEJHs7DG8W,2021-01-09 06:29:28+00:00,9,0,1,Twitter for iPhone,1347792586673508352,1347789990978179073,reply,Celebrity,"@yunamusic at this point there is nothing except for the level of my friend's anger. I really can't bring it up to discuss it sister yuna, just a report https://t.co/ZEJHs7DG8W",point level friends anger bring discuss sister yuna report,"{'neg': 0.268, 'neu': 0.507, 'pos': 0.225, 'compound': -0.1531}",-0.1531,Negative,
10101,10101,idollayou,"@yunamusic Hai kak @yunamusic love you 💕
Hari ini sabtu",2021-01-09 06:41:09+00:00,1,0,0,Twitter for Android,1347795529338556419,1347789990978179073,reply,Celebrity,"@yunamusic Hi sis @yunamusic love you 💕
Today is Saturday",sis love today saturday,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,Positive,
10105,10105,nursuejuhara,@yunamusic Maaf tumpang iklan🤗 pliz rt rezeki saya ✨saya ada jual palazo cantik dan blouse cantik🤗❤️ jom ws saya https://t.co/7ObeFIOUby https://t.co/amToIghusE,2021-01-09 06:53:54+00:00,2,2,0,Twitter for iPhone,1347798739184873475,1347789990978179073,reply,Celebrity,@yunamusic Sorry for the ads 🤗 plz rt my sustenance ✨ I have beautiful palazzo and beautiful blouse for sale 🤗❤️ let's pm me https://t.co/7ObeFIOUby https://t.co/amToIghusE,ads plz sustenance beautiful palazzo beautiful blouse sale,"{'neg': 0.0, 'neu': 0.355, 'pos': 0.645, 'compound': 0.8442}",0.8442,Positive,
10110,10110,gitsumMILK_,"@yunamusic Tah la kak, sy dah tahap malas nk amek tahu. Benda sama je tiap2 tahun. Yg tak berhenti2 kaya, menteri. Sy dkt sini still cuba cari rezeki hari2. Kalau kak yuna balik malaysia nnt, try lah susu ni okay :3

https://t.co/JXYzEdAcM9",2021-01-09 06:26:22+00:00,0,0,0,Twitter Web App,1347791809796214786,1347789990978179073,reply,Celebrity,"@yunamusic Well, sister, I'm too lazy to find out. Same thing every year. Those who never stop getting rich, minister. I'm still here trying to earn a living. If sister Yuna comes back to Malaysia soon, try this milk, it's okay :3

https://t.co/JXYzEdAcM9",sister lazy thing year rich minister earn living sister yuna malaysia milk,"{'neg': 0.155, 'neu': 0.621, 'pos': 0.224, 'compound': 0.2732}",0.2732,Positive,
10111,10111,kusahafiez,@yunamusic There's Lou Diamond Philips in my daughter's Wiggles https://t.co/K1V9cRvDrg,2021-01-09 06:27:44+00:00,0,0,0,Twitter for Android,1347792151791370246,1347789990978179073,reply,Celebrity,@yunamusic There's Lou Diamond Philips in my daughter's Wiggles https://t.co/K1V9cRvDrg,lou diamond philips daughters wiggles,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive,
10112,10112,damjoon_,@yunamusic Dah settle design sticker sendiri.. gigih cari font 😂 puas hati,2021-01-09 06:28:01+00:00,0,0,0,Twitter for iPhone,1347792224285728769,1347789990978179073,reply,Celebrity,@yunamusic I've settled my own sticker design... persistently looking for fonts 😂 I'm satisfied,ive settled sticker design persistently fonts satisfied,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",0.4215,Positive,
10113,10113,harkatpilu,@yunamusic Fixture Aston villa lwn Spurs mungkin postpone sbb 10 first team player Aston Villa positive covid19. Merisaukan sebab saya ada dua player Spurs dlm team dan next GW18 byk team blank fixture.,2021-01-09 06:30:51+00:00,0,0,0,Twitter for Android,1347792938420498435,1347789990978179073,reply,Celebrity,@yunamusic Fixture Aston villa vs Spurs may be postponed because 10 first Aston Villa team players are positive covid19. It's worrying because I have two Spurs players in the team and next GW18 there will be a lot of blank fixture teams.,fixture aston villa spurs postponed aston villa team players positive covid worrying spurs players team gw lot blank fixture teams,"{'neg': 0.169, 'neu': 0.685, 'pos': 0.145, 'compound': 0.1027}",0.1027,Positive,
10118,10118,EmmaKhuzaimah,@yunamusic Kena kuarantin/WFH dekat rumah sebab office ada positif kes.. 😔,2021-01-09 06:36:09+00:00,0,0,0,Twitter for Android,1347794269793181696,1347789990978179073,reply,Celebrity,@yunamusic Have to quarantine/WFH near home because the office has a positive case.. 😔,quarantinewfh office positive case,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5574}",0.5574,Positive,
10122,10122,amyracles,@yunamusic Orang ramai dah start panic buying sis..,2021-01-09 06:56:46+00:00,0,0,0,Twitter for Android,1347799458730242050,1347789990978179073,reply,Celebrity,@yunamusic People have started panic buying sis..,people started panic buying sis,"{'neg': 0.452, 'neu': 0.548, 'pos': 0.0, 'compound': -0.5106}",-0.5106,Negative,
10131,10131,heighholetsgo,"@yunamusic Well, dapat beli good carpets dengan good deal.",2021-01-09 08:58:27+00:00,0,0,0,Twitter for Android,1347830079699632133,1347789990978179073,reply,Celebrity,"@yunamusic Well, you can buy good carpets with good deals.",buy good carpets good deals,"{'neg': 0.0, 'neu': 0.341, 'pos': 0.659, 'compound': 0.7003}",0.7003,Positive,1.0
10132,10132,zatymanse,@yunamusic Baru dapat tahu orang terdekat positive covid,2021-01-09 09:04:04+00:00,0,0,0,Twitter for Android,1347831493503066114,1347789990978179073,reply,Celebrity,@yunamusic Just got to know the closest person is positive covid,closest person positive covid,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5574}",0.5574,Positive,1.0
10135,10135,sourplumicetea,@yunamusic Ada Penyanyi International asal Indonesia mencak2 di twitter masalah block twitter,2021-01-09 09:41:59+00:00,0,0,1,Twitter for Android,1347841035624304642,1347789990978179073,reply,Celebrity,@yunamusic There is an international singer from Indonesia who has been tracking on Twitter for the problem of Twitter blocks,international singer indonesia tracking twitter problem twitter blocks,"{'neg': 0.434, 'neu': 0.566, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative,
10141,10141,faridfarhat_,@yunamusic cerita dia cengiyniiiiii,2021-01-09 18:42:47+00:00,0,0,0,Twitter for iPhone,1347977132010455040,1347789990978179073,reply,Celebrity,@yunamusic his story is so cute,story cute,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}",0.4588,Positive,1.0
10142,10142,LaraNabu,@yunamusic I have a new friend! :],2021-01-11 18:43:50+00:00,0,0,0,Twitter for Android,1348702173094309888,1347789990978179073,reply,Celebrity,@yunamusic I have a new friend! :],friend,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",0.4939,Positive,
10145,10145,azwanxhah,"@missfazura Saya tak minat bekerja, tapi saya minat Kak Faz. #teamfazura . Stay safe and take care.",2021-05-01 13:57:51+00:00,48,2,1,Twitter for Android,1388492866821902343,1388492467847057409,reply,Celebrity,"@missfazura I'm not interested in working, but I am interested in Kak Faz. #teamfazura. Stay safe and take care.",interested working interested kak faz teamfazura stay safe care,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.8885}",0.8885,Positive,1.0
10148,10148,Daie_forek,"@missfazura Hi darling. Kalau keje dengan you, takyah gaji pun takpe",2021-05-01 14:10:37+00:00,95,7,5,Twitter for Android,1388496081114173442,1388492467847057409,reply,Celebrity,"@missfazura Hi darling. If it's rude to you, I don't even get paid",darling rude paid,"{'neg': 0.385, 'neu': 0.128, 'pos': 0.487, 'compound': 0.2023}",0.2023,Positive,
10152,10152,mochayunk,@missfazura Hai kak fazura cantikk😍,2021-05-01 14:28:43+00:00,0,1,0,Twitter for Android,1388500637957038083,1388492467847057409,reply,Celebrity,@missfazura Hi sister Fazura beautiful😍,sister fazura beautiful,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",0.5994,Positive,
10155,10155,HishamAmmeissa,@missfazura Waalaikumsalam. All the best on your new venture business. Sending you lots of loves alwaysssss. 💕❤️💕❤️,2021-05-01 14:03:34+00:00,0,0,0,Twitter for iPad,1388494308873961477,1388492467847057409,reply,Celebrity,@missfazura Waalaikumsalam. All the best on your new venture business. Sending you lots of loves alwaysssss. 💕❤️💕❤️,waalaikumsalam venture business sending lots loves alwaysssss,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.5719,Positive,1.0
10159,10159,zikrimuhd480,@missfazura Waalaikumusalam,2021-05-01 14:14:50+00:00,0,0,0,Twitter for Android,1388497141023219712,1388492467847057409,reply,Celebrity,@missfazura Peace be upon you,peace,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5423}",0.5423,Positive,1.0
10165,10165,ssarahermosaa,"@missfazura Wsalam Fazura and Fattah, Lots of Love❤️",2021-05-01 14:47:42+00:00,3,0,0,Twitter for iPhone,1388505412702404611,1388492467847057409,reply,Celebrity,"@missfazura Greetings Fazura and Fattah, Lots of Love❤️",fazura fattah lots love,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,Positive,
10168,10168,alynsuhai,@missfazura Walaikumsalam Fazura. Best nya kalau dapat bekerja dgn boss cantik 😭😍,2021-05-01 16:09:59+00:00,0,1,0,Twitter for Android,1388526119410814977,1388492467847057409,reply,Celebrity,@missfazura Greetings Fazura. It's best if you can work with a beautiful boss 😭😍,fazura work beautiful boss,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.5994}",0.5994,Positive,
10170,10170,jijibp,"@missfazura waalaikumsalam kak fazura, merasa jugak la orang panggil aku darling :')))))) https://t.co/OnfRh424Ki",2021-05-01 16:36:18+00:00,137,13,2,Twitter for Android,1388532744993398785,1388492467847057409,reply,Celebrity,"@missfazura waalaikumsalam sister Fazura, I feel like people call me darling :')))))) https://t.co/OnfRh424Ki",waalaikumsalam sister fazura feel people darling,"{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.5859}",0.5859,Positive,
10176,10176,adamapotek,@missfazura Damai kat manaaaa wahhh,2021-05-01 14:50:19+00:00,0,1,0,Twitter for iPhone,1388506071086497793,1388492467847057409,reply,Celebrity,@missfazura Where is the peace?,peace,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5423}",0.5423,Positive,1.0
10179,10179,noneabovenothin,@missfazura Untuk fazura saya tiada masalah,2021-05-01 17:17:48+00:00,1,0,0,Twitter for Android,1388543185715036160,1388492467847057409,reply,Celebrity,@missfazura For my fazura no problem,fazura problem,"{'neg': 0.73, 'neu': 0.27, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative,
10184,10184,bungaaael,@missfazura Salam @missfazura just sharing if ur followers ada yg nak tolong dia ni kanser pangkal hidung stage 4🙏🏻,2021-05-01 21:49:32+00:00,32,23,0,Twitter for iPhone,1388611569886523392,1388492467847057409,reply,Celebrity,@missfazura Greetings @missfazura just sharing if ur followers want to help her with stage 4 nasal bridge cancer 🙏🏻,sharing followers stage nasal bridge cancer,"{'neg': 0.393, 'neu': 0.357, 'pos': 0.25, 'compound': -0.3818}",-0.3818,Negative,1.0
10185,10185,aro5841,@missfazura @adaazam menariks,2021-05-01 22:01:54+00:00,0,0,0,Twitter for iPhone,1388614683909791744,1388492467847057409,reply,Celebrity,@missfazura @adaazam interesting,interesting,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,Positive,
10193,10193,ayosurprise,"@missfazura Mak pesan kalau orang beri salam, wajib jawab jadi,

WAALAIKUMUSSALAM KAK FAZ ✨",2021-05-02 00:31:07+00:00,0,0,0,Twitter for Android,1388652237417697283,1388492467847057409,reply,Celebrity,"@missfazura Mum told me that if people greet you, you must answer so,

WAALAIKUMUSSALAM BROTHER FAZ ✨",mum told people greet answer waalaikumussalam brother faz,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}",0.3182,Positive,1.0
10197,10197,afwanafyan,@missfazura Fazura lakonan mantap! Rakyat cinta kpd Fazura bbndg atis yg suka langgar SOP sbb fkr dirinya kaya,2021-05-01 14:34:19+00:00,0,0,0,Twitter for Android,1388502044357533698,1388492467847057409,reply,Celebrity,@missfazura Fazura great acting! People love Fazura bbndg atis who likes to violate SOP because he thinks he is rich,fazura great acting people love fazura bbndg atis likes violate sop thinks rich,"{'neg': 0.124, 'neu': 0.309, 'pos': 0.568, 'compound': 0.91}",0.91,Positive,
10203,10203,iamabrarsadiq,@missfazura Waalaikumussalam Fazura. Semoga dapat bantu mereka yg tiada pekerjaan.,2021-05-01 21:57:11+00:00,0,0,0,Twitter for Android,1388613497194377217,1388492467847057409,reply,Celebrity,@missfazura Waalaikumussalam Fazura. Hope to be able to help those who are unemployed.,waalaikumussalam fazura hope unemployed,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive,
